,phenomenon_number,phenomenon_name,phenomenon_type,arg1_premise1,arg1_premise2,arg1_premise3,arg1_conclusion,arg2_premise1,arg2_premise2,arg2_premise3,arg2_conclusion
1022,6,Premise Diversity,Specific,orca,herring,,sperm whale,orca,shark,,sperm whale
1023,6,Premise Diversity,Specific,hedgehog,hippopotamus,,cat,hedgehog,bat,,cat
1024,6,Premise Diversity,Specific,hedgehog,rhinoceros,,cat,hedgehog,bat,,cat
1025,6,Premise Diversity,Specific,bumblebee,worm,,wood louse,bumblebee,wasp,,wood louse
1026,6,Premise Diversity,Specific,crocodile,snake,,tortoise,crocodile,caiman,,tortoise
1027,6,Premise Diversity,Specific,dinosaur,boa,,monitor lizard,dinosaur,caiman,,monitor lizard
1028,6,Premise Diversity,Specific,hamster,deer,,beaver,hamster,mouse,,beaver
1029,6,Premise Diversity,Specific,stork,magpie,,swan,stork,ostrich,,swan
1030,6,Premise Diversity,Specific,frog,boa,,salamander,frog,toad,,salamander
1031,6,Premise Diversity,Specific,boa,monitor lizard,,gecko,boa,blindworm,,gecko
1032,6,Premise Diversity,Specific,chameleon,snake,,gecko,chameleon,iguana,,gecko
1033,6,Premise Diversity,Specific,dinosaur,cobra,,monitor lizard,dinosaur,caiman,,monitor lizard
1034,6,Premise Diversity,Specific,whale,cod,,dolphin,whale,orca,,dolphin
1035,6,Premise Diversity,Specific,worm,mosquito,,earwig,worm,caterpillar,,earwig
1036,6,Premise Diversity,Specific,iguana,boa,,tortoise,iguana,monitor lizard,,tortoise
1037,6,Premise Diversity,Specific,rabbit,llama,,hamster,rabbit,squirrel,,hamster
1038,6,Premise Diversity,Specific,hamster,rhinoceros,,dog,hamster,mouse,,dog
1039,6,Premise Diversity,Specific,orca,cod,,whale,orca,shark,,whale
1040,6,Premise Diversity,Specific,orca,cod,,dolphin,orca,shark,,dolphin
1041,6,Premise Diversity,Specific,swan,canary,,pheasant,swan,penguin,,pheasant
1042,6,Premise Diversity,Specific,chameleon,cobra,,crocodile,chameleon,gecko,,crocodile
1043,6,Premise Diversity,Specific,boa,turtle,,dinosaur,boa,cobra,,dinosaur
1044,6,Premise Diversity,Specific,centipede,mosquito,,cockroach,centipede,caterpillar,,cockroach
1045,6,Premise Diversity,Specific,chameleon,viper,,alligator,chameleon,gecko,,alligator
1046,6,Premise Diversity,Specific,chameleon,viper,,caiman,chameleon,gecko,,caiman
1047,6,Premise Diversity,Specific,chickadee,penguin,,pelican,chickadee,sparrow,,pelican
1048,6,Premise Diversity,Specific,dolphin,cod,,sperm whale,dolphin,shark,,sperm whale
1049,6,Premise Diversity,Specific,squirrel,deer,,beaver,squirrel,hedgehog,,beaver
1050,6,Premise Diversity,Specific,squirrel,deer,,hamster,squirrel,hedgehog,,hamster
1051,6,Premise Diversity,Specific,iguana,cobra,,frog,iguana,monitor lizard,,frog
1052,6,Premise Diversity,Specific,bat,bison,,mouse,bat,monkey,,mouse
1053,6,Premise Diversity,Specific,bat,bison,,hamster,bat,monkey,,hamster
1054,6,Premise Diversity,Specific,hamster,dromedary,,beaver,hamster,mouse,,beaver
1055,6,Premise Diversity,Specific,robin,penguin,,pelican,robin,sparrow,,pelican
1056,6,Premise Diversity,Specific,cobra,monitor lizard,,dinosaur,cobra,python,,dinosaur
1057,6,Premise Diversity,Specific,boa,dinosaur,,turtle,boa,cobra,,turtle
1058,6,Premise Diversity,Specific,cockchafer,mosquito,,cockroach,cockchafer,ladybug,,cockroach
1059,6,Premise Diversity,Specific,penguin,woodpecker,,duck,penguin,ostrich,,duck
1060,6,Premise Diversity,Specific,python,lizard,,blindworm,python,cobra,,blindworm
1061,6,Premise Diversity,Specific,cockchafer,mosquito,,centipede,cockchafer,cricket,,centipede
1062,6,Premise Diversity,Specific,hedgehog,horse,,bat,hedgehog,rabbit,,bat
1063,6,Premise Diversity,Specific,dinosaur,python,,monitor lizard,dinosaur,caiman,,monitor lizard
1064,6,Premise Diversity,Specific,fly,wood louse,,cockchafer,fly,fruit fly,,cockchafer
1065,6,Premise Diversity,Specific,cobra,lizard,,snake,cobra,python,,snake
1066,6,Premise Diversity,Specific,hedgehog,wolf,,rabbit,hedgehog,mouse,,rabbit
1067,6,Premise Diversity,Specific,iguana,python,,tortoise,iguana,monitor lizard,,tortoise
1068,6,Premise Diversity,Specific,orca,cod,,swordfish,orca,whale,,swordfish
1069,6,Premise Diversity,Specific,mosquito,louse,,earwig,mosquito,bumblebee,,earwig
1070,6,Premise Diversity,Specific,frog,cobra,,salamander,frog,toad,,salamander
1071,6,Premise Diversity,Specific,frog,cobra,,lizard,frog,toad,,lizard
1072,6,Premise Diversity,Specific,earwig,bumblebee,,spider,earwig,worm,,spider
1073,6,Premise Diversity,Specific,squirrel,dromedary,,beaver,squirrel,hedgehog,,beaver
1074,6,Premise Diversity,Specific,anchovy,trout,,sardine,anchovy,goldfish,,sardine
1075,6,Premise Diversity,Specific,mouse,elephant,,bat,mouse,hedgehog,,bat
1076,6,Premise Diversity,Specific,beetle,mosquito,,worm,beetle,cockchafer,,worm
1077,6,Premise Diversity,Specific,beetle,mosquito,,earwig,beetle,cockchafer,,earwig
1078,6,Premise Diversity,Specific,hamster,tiger,,mouse,hamster,rabbit,,mouse
1079,6,Premise Diversity,Specific,trout,dolphin,,swordfish,trout,herring,,swordfish
1080,6,Premise Diversity,Specific,squirrel,rhinoceros,,dog,squirrel,hedgehog,,dog
1081,6,Premise Diversity,Specific,ladybug,fly,,caterpillar,ladybug,cockchafer,,caterpillar
1082,6,Premise Diversity,Specific,horse,mouse,,beaver,horse,donkey,,beaver
1083,6,Premise Diversity,Specific,crocodile,python,,salamander,crocodile,caiman,,salamander
1084,6,Premise Diversity,Specific,crocodile,python,,toad,crocodile,caiman,,toad
1085,6,Premise Diversity,Specific,crocodile,python,,dinosaur,crocodile,caiman,,dinosaur
1086,6,Premise Diversity,Specific,orca,pike,,sperm whale,orca,shark,,sperm whale
1087,6,Premise Diversity,Specific,orca,pike,,dolphin,orca,shark,,dolphin
1088,6,Premise Diversity,Specific,salamander,snake,,chameleon,salamander,iguana,,chameleon
1089,6,Premise Diversity,Specific,tortoise,python,,dinosaur,tortoise,toad,,dinosaur
1090,6,Premise Diversity,Specific,crocodile,cobra,,tortoise,crocodile,caiman,,tortoise
1091,6,Premise Diversity,Specific,snake,monitor lizard,,dinosaur,snake,cobra,,dinosaur
1092,6,Premise Diversity,Specific,canary,penguin,,pelican,canary,sparrow,,pelican
1093,6,Premise Diversity,Specific,gecko,cobra,,chameleon,gecko,toad,,chameleon
1094,6,Premise Diversity,Specific,viper,turtle,,monitor lizard,viper,blindworm,,monitor lizard
1095,6,Premise Diversity,Specific,stork,magpie,,ostrich,stork,pelican,,ostrich
1096,6,Premise Diversity,Specific,snake,lizard,,blindworm,snake,cobra,,blindworm
1097,6,Premise Diversity,Specific,snake,lizard,,alligator,snake,cobra,,alligator
1098,6,Premise Diversity,Specific,tortoise,cobra,,turtle,tortoise,toad,,turtle
1099,6,Premise Diversity,Specific,boa,lizard,,snake,boa,cobra,,snake
1100,6,Premise Diversity,Specific,worm,mosquito,,centipede,worm,leech,,centipede
1101,6,Premise Diversity,Specific,plaice,whale,,herring,plaice,squid,,herring
1102,6,Premise Diversity,Specific,centipede,bumblebee,,cricket,centipede,caterpillar,,cricket
1103,6,Premise Diversity,Specific,mosquito,spider,,beetle,mosquito,dragonfly,,beetle
1104,6,Premise Diversity,Specific,viper,chameleon,,boa,viper,blindworm,,boa
1105,6,Premise Diversity,Specific,centipede,bee,,leech,centipede,caterpillar,,leech
1106,6,Premise Diversity,Specific,centipede,bee,,spider,centipede,caterpillar,,spider
1107,6,Premise Diversity,Specific,cod,swordfish,,dolphin,cod,salmon,,dolphin
1108,6,Premise Diversity,Specific,dolphin,carp,,shark,dolphin,sperm whale,,shark
1109,6,Premise Diversity,Specific,chameleon,boa,,frog,chameleon,iguana,,frog
1110,6,Premise Diversity,Specific,beaver,donkey,,cat,beaver,squirrel,,cat
1111,6,Premise Diversity,Specific,pelican,dove,,heron,pelican,swan,,heron
1112,6,Premise Diversity,Specific,cobra,alligator,,python,cobra,viper,,python
1113,6,Premise Diversity,Specific,iguana,boa,,toad,iguana,chameleon,,toad
1114,6,Premise Diversity,Specific,tortoise,cobra,,lizard,tortoise,turtle,,lizard
1115,6,Premise Diversity,Specific,tortoise,cobra,,toad,tortoise,turtle,,toad
1116,6,Premise Diversity,Specific,earwig,fruit fly,,beetle,earwig,centipede,,beetle
1117,6,Premise Diversity,Specific,herring,shark,,piranha,herring,salmon,,piranha
1118,6,Premise Diversity,Specific,python,tortoise,,chameleon,python,cobra,,chameleon
1119,6,Premise Diversity,Specific,crocodile,tortoise,,frog,crocodile,caiman,,frog
1120,6,Premise Diversity,Specific,swan,woodpecker,,chicken,swan,pelican,,chicken
1121,6,Premise Diversity,Specific,pelican,blackbird,,vulture,pelican,stork,,vulture
1122,6,Premise Diversity,Specific,hippopotamus,mouse,,sheep,hippopotamus,elephant,,sheep
1123,6,Premise Diversity,Specific,bat,hippopotamus,,squirrel,bat,monkey,,squirrel
1124,6,Premise Diversity,Specific,snake,tortoise,,toad,snake,cobra,,toad
1125,6,Premise Diversity,Specific,alligator,python,,crocodile,alligator,caiman,,crocodile
1126,6,Premise Diversity,Specific,alligator,cobra,,lizard,alligator,caiman,,lizard
1127,6,Premise Diversity,Specific,viper,toad,,dinosaur,viper,blindworm,,dinosaur
1128,6,Premise Diversity,Specific,sparrow,turkey,,robin,sparrow,chickadee,,robin
1129,6,Premise Diversity,Specific,wood louse,bee,,worm,wood louse,cockroach,,worm
1130,6,Premise Diversity,Specific,orca,sole,,sperm whale,orca,shark,,sperm whale
1131,6,Premise Diversity,Specific,squirrel,giraffe,,dog,squirrel,hedgehog,,dog
1132,6,Premise Diversity,Specific,boa,dinosaur,,chameleon,boa,cobra,,chameleon
1133,6,Premise Diversity,Specific,anchovy,pike,,sardine,anchovy,goldfish,,sardine
1134,6,Premise Diversity,Specific,turtle,cobra,,dinosaur,turtle,tortoise,,dinosaur
1135,6,Premise Diversity,Specific,snake,alligator,,blindworm,snake,cobra,,blindworm
1136,6,Premise Diversity,Specific,bee,earwig,,spider,bee,bumblebee,,spider
1137,6,Premise Diversity,Specific,sparrow,turkey,,woodpecker,sparrow,robin,,woodpecker
1138,6,Premise Diversity,Specific,crocodile,salamander,,alligator,crocodile,caiman,,alligator
1139,6,Premise Diversity,Specific,tortoise,viper,,dinosaur,tortoise,toad,,dinosaur
1140,6,Premise Diversity,Specific,wood louse,bumblebee,,earwig,wood louse,cockroach,,earwig
1141,6,Premise Diversity,Specific,ladybug,mosquito,,centipede,ladybug,cockchafer,,centipede
1142,6,Premise Diversity,Specific,beetle,bee,,worm,beetle,cockchafer,,worm
1143,6,Premise Diversity,Specific,swan,magpie,,turkey,swan,stork,,turkey
1144,6,Premise Diversity,Specific,iguana,python,,caiman,iguana,chameleon,,caiman
1145,6,Premise Diversity,Specific,robin,penguin,,stork,robin,chickadee,,stork
1146,6,Premise Diversity,Specific,orca,goldfish,,sole,orca,squid,,sole
1147,6,Premise Diversity,Specific,earwig,dragonfly,,beetle,earwig,centipede,,beetle
1148,6,Premise Diversity,Specific,sparrow,eagle,,crow,sparrow,robin,,crow
1149,6,Premise Diversity,Specific,snake,dinosaur,,turtle,snake,cobra,,turtle
1150,6,Premise Diversity,Specific,chickadee,chicken,,eagle,chickadee,robin,,eagle
1151,6,Premise Diversity,Specific,python,dinosaur,,gecko,python,boa,,gecko
1152,6,Premise Diversity,Specific,bat,rhinoceros,,hamster,bat,monkey,,hamster
1153,6,Premise Diversity,Specific,pelican,parakeet,,pheasant,pelican,swan,,pheasant
1154,6,Premise Diversity,Specific,tortoise,python,,frog,tortoise,dinosaur,,frog
1155,6,Premise Diversity,Specific,turtle,crocodile,,frog,turtle,tortoise,,frog
1156,6,Premise Diversity,Specific,python,salamander,,boa,python,viper,,boa
1157,6,Premise Diversity,Specific,caiman,viper,,monitor lizard,caiman,tortoise,,monitor lizard
1158,6,Premise Diversity,Specific,robin,chicken,,woodpecker,robin,canary,,woodpecker
1159,6,Premise Diversity,Specific,dinosaur,blindworm,,cobra,dinosaur,monitor lizard,,cobra
1160,6,Premise Diversity,Specific,ostrich,sparrow,,eagle,ostrich,swan,,eagle
1161,6,Premise Diversity,Specific,boa,crocodile,,toad,boa,cobra,,toad
1162,6,Premise Diversity,Specific,boa,crocodile,,viper,boa,cobra,,viper
1163,6,Premise Diversity,Specific,boa,crocodile,,blindworm,boa,cobra,,blindworm
1164,6,Premise Diversity,Specific,python,crocodile,,viper,python,cobra,,viper
1165,6,Premise Diversity,Specific,lizard,python,,toad,lizard,chameleon,,toad
1166,6,Premise Diversity,Specific,bumblebee,louse,,centipede,bumblebee,bee,,centipede
1167,6,Premise Diversity,Specific,beetle,bumblebee,,spider,beetle,cockchafer,,spider
1168,6,Premise Diversity,Specific,bison,monkey,,squirrel,bison,rhinoceros,,squirrel
1169,6,Premise Diversity,Specific,lizard,snake,,iguana,lizard,salamander,,iguana
1170,6,Premise Diversity,Specific,lizard,snake,,tortoise,lizard,salamander,,tortoise
1171,6,Premise Diversity,Specific,vulture,sparrow,,ostrich,vulture,eagle,,ostrich
1172,6,Premise Diversity,Specific,salamander,boa,,alligator,salamander,chameleon,,alligator
1173,6,Premise Diversity,Specific,toad,python,,salamander,toad,tortoise,,salamander
1174,6,Premise Diversity,Specific,chameleon,dinosaur,,cobra,chameleon,gecko,,cobra
1175,6,Premise Diversity,Specific,monitor lizard,toad,,alligator,monitor lizard,gecko,,alligator
1176,6,Premise Diversity,Specific,monitor lizard,toad,,crocodile,monitor lizard,gecko,,crocodile
1177,6,Premise Diversity,Specific,falcon,penguin,,duck,falcon,eagle,,duck
1178,6,Premise Diversity,Specific,boa,frog,,lizard,boa,cobra,,lizard
1179,6,Premise Diversity,Specific,herring,orca,,stickleback,herring,salmon,,stickleback
1180,6,Premise Diversity,Specific,parakeet,penguin,,pelican,parakeet,canary,,pelican
1181,6,Premise Diversity,Specific,alligator,viper,,caiman,alligator,dinosaur,,caiman
1182,6,Premise Diversity,Specific,rabbit,lion,,beaver,rabbit,hamster,,beaver
1183,6,Premise Diversity,Specific,mouse,kangaroo,,pig,mouse,bat,,pig
1184,6,Premise Diversity,Specific,cobra,crocodile,,snake,cobra,python,,snake
1185,6,Premise Diversity,Specific,ostrich,magpie,,turkey,ostrich,vulture,,turkey
1186,6,Premise Diversity,Specific,lizard,cobra,,toad,lizard,chameleon,,toad
1187,6,Premise Diversity,Specific,stork,chickadee,,eagle,stork,pelican,,eagle
1188,6,Premise Diversity,Specific,stork,sparrow,,parrot,stork,swan,,parrot
1189,6,Premise Diversity,Specific,tortoise,blindworm,,cobra,tortoise,toad,,cobra
1190,6,Premise Diversity,Specific,caterpillar,bee,,wood louse,caterpillar,worm,,wood louse
1191,6,Premise Diversity,Specific,hamster,cat,,kangaroo,hamster,mouse,,kangaroo
1192,6,Premise Diversity,Specific,hamster,cat,,hedgehog,hamster,mouse,,hedgehog
1193,6,Premise Diversity,Specific,pelican,parakeet,,crow,pelican,stork,,crow
1194,6,Premise Diversity,Specific,eagle,chicken,,owl,eagle,vulture,,owl
1195,6,Premise Diversity,Specific,turtle,viper,,frog,turtle,tortoise,,frog
1196,6,Premise Diversity,Specific,sparrow,vulture,,pheasant,sparrow,robin,,pheasant
1197,6,Premise Diversity,Specific,duck,magpie,,chicken,duck,swan,,chicken
1198,6,Premise Diversity,Specific,beetle,bee,,cockchafer,beetle,ladybug,,cockchafer
1199,6,Premise Diversity,Specific,ladybug,fly,,cockchafer,ladybug,butterfly,,cockchafer
1200,7,Premise Monotonicity,Specific,gecko,iguana,blindworm,viper,gecko,iguana,,viper
1201,7,Premise Monotonicity,Specific,llama,giraffe,mouse,beaver,llama,giraffe,,beaver
1202,7,Premise Monotonicity,Specific,turtle,caiman,snake,crocodile,turtle,caiman,,crocodile
1203,7,Premise Monotonicity,Specific,toad,snake,caiman,dinosaur,toad,snake,,dinosaur
1204,7,Premise Monotonicity,Specific,earwig,centipede,fly,cockroach,earwig,centipede,,cockroach
1205,7,Premise Monotonicity,Specific,tortoise,gecko,boa,frog,tortoise,gecko,,frog
1206,7,Premise Monotonicity,Specific,worm,beetle,fly,cricket,worm,beetle,,cricket
1207,7,Premise Monotonicity,Specific,monitor lizard,turtle,boa,frog,monitor lizard,turtle,,frog
1208,7,Premise Monotonicity,Specific,gecko,toad,python,turtle,gecko,toad,,turtle
1209,7,Premise Monotonicity,Specific,lizard,monitor lizard,cobra,blindworm,lizard,monitor lizard,,blindworm
1210,7,Premise Monotonicity,Specific,frog,monitor lizard,boa,tortoise,frog,monitor lizard,,tortoise
1211,7,Premise Monotonicity,Specific,chameleon,frog,snake,lizard,chameleon,frog,,lizard
1212,7,Premise Monotonicity,Specific,wood louse,ant,fly,spider,wood louse,ant,,spider
1213,7,Premise Monotonicity,Specific,blindworm,alligator,snake,caiman,blindworm,alligator,,caiman
1214,7,Premise Monotonicity,Specific,frog,turtle,boa,salamander,frog,turtle,,salamander
1215,7,Premise Monotonicity,Specific,dinosaur,caiman,boa,monitor lizard,dinosaur,caiman,,monitor lizard
1216,7,Premise Monotonicity,Specific,monitor lizard,dinosaur,python,chameleon,monitor lizard,dinosaur,,chameleon
1217,7,Premise Monotonicity,Specific,ant,cockroach,mosquito,cockchafer,ant,cockroach,,cockchafer
1218,7,Premise Monotonicity,Specific,bison,hippopotamus,hedgehog,bat,bison,hippopotamus,,bat
1219,7,Premise Monotonicity,Specific,dinosaur,blindworm,boa,iguana,dinosaur,blindworm,,iguana
1220,7,Premise Monotonicity,Specific,gecko,frog,python,lizard,gecko,frog,,lizard
1221,7,Premise Monotonicity,Specific,snake,frog,chameleon,caiman,snake,frog,,caiman
1222,7,Premise Monotonicity,Specific,monitor lizard,frog,python,dinosaur,monitor lizard,frog,,dinosaur
1223,7,Premise Monotonicity,Specific,blindworm,boa,lizard,viper,blindworm,boa,,viper
1224,7,Premise Monotonicity,Specific,tortoise,caiman,boa,alligator,tortoise,caiman,,alligator
1225,7,Premise Monotonicity,Specific,gecko,crocodile,boa,tortoise,gecko,crocodile,,tortoise
1226,7,Premise Monotonicity,Specific,stork,penguin,sparrow,vulture,stork,penguin,,vulture
1227,7,Premise Monotonicity,Specific,gecko,dinosaur,python,crocodile,gecko,dinosaur,,crocodile
1228,7,Premise Monotonicity,Specific,dinosaur,gecko,python,lizard,dinosaur,gecko,,lizard
1229,7,Premise Monotonicity,Specific,monitor lizard,turtle,cobra,frog,monitor lizard,turtle,,frog
1230,7,Premise Monotonicity,Specific,crocodile,chameleon,snake,tortoise,crocodile,chameleon,,tortoise
1231,7,Premise Monotonicity,Specific,turtle,frog,python,gecko,turtle,frog,,gecko
1232,7,Premise Monotonicity,Specific,snake,gecko,turtle,crocodile,snake,gecko,,crocodile
1233,7,Premise Monotonicity,Specific,monitor lizard,chameleon,boa,frog,monitor lizard,chameleon,,frog
1234,7,Premise Monotonicity,Specific,caiman,turtle,python,dinosaur,caiman,turtle,,dinosaur
1235,7,Premise Monotonicity,Specific,grasshopper,spider,fly,cricket,grasshopper,spider,,cricket
1236,7,Premise Monotonicity,Specific,sperm whale,shark,cod,orca,sperm whale,shark,,orca
1237,7,Premise Monotonicity,Specific,caiman,toad,python,dinosaur,caiman,toad,,dinosaur
1238,7,Premise Monotonicity,Specific,caiman,tortoise,python,frog,caiman,tortoise,,frog
1239,7,Premise Monotonicity,Specific,monitor lizard,viper,lizard,cobra,monitor lizard,viper,,cobra
1240,7,Premise Monotonicity,Specific,whale,shark,cod,dolphin,whale,shark,,dolphin
1241,7,Premise Monotonicity,Specific,monitor lizard,boa,dinosaur,turtle,monitor lizard,boa,,turtle
1242,7,Premise Monotonicity,Specific,dinosaur,blindworm,viper,gecko,dinosaur,blindworm,,gecko
1243,7,Premise Monotonicity,Specific,caiman,dinosaur,python,tortoise,caiman,dinosaur,,tortoise
1244,7,Premise Monotonicity,Specific,frog,toad,cobra,lizard,frog,toad,,lizard
1245,7,Premise Monotonicity,Specific,crocodile,monitor lizard,boa,frog,crocodile,monitor lizard,,frog
1246,7,Premise Monotonicity,Specific,alligator,dinosaur,snake,turtle,alligator,dinosaur,,turtle
1247,7,Premise Monotonicity,Specific,turtle,toad,cobra,dinosaur,turtle,toad,,dinosaur
1248,7,Premise Monotonicity,Specific,dinosaur,turtle,python,toad,dinosaur,turtle,,toad
1249,7,Premise Monotonicity,Specific,caiman,turtle,cobra,alligator,caiman,turtle,,alligator
1250,7,Premise Monotonicity,Specific,python,blindworm,alligator,boa,python,blindworm,,boa
1251,7,Premise Monotonicity,Specific,caterpillar,beetle,mosquito,ant,caterpillar,beetle,,ant
1252,7,Premise Monotonicity,Specific,bumblebee,mosquito,centipede,cricket,bumblebee,mosquito,,cricket
1253,7,Premise Monotonicity,Specific,caiman,toad,cobra,turtle,caiman,toad,,turtle
1254,7,Premise Monotonicity,Specific,blindworm,dinosaur,cobra,tortoise,blindworm,dinosaur,,tortoise
1255,7,Premise Monotonicity,Specific,toad,viper,lizard,snake,toad,viper,,snake
1256,7,Premise Monotonicity,Specific,ladybug,cricket,fly,grasshopper,ladybug,cricket,,grasshopper
1257,7,Premise Monotonicity,Specific,chameleon,frog,boa,iguana,chameleon,frog,,iguana
1258,7,Premise Monotonicity,Specific,orca,squid,salmon,whale,orca,squid,,whale
1259,7,Premise Monotonicity,Specific,stork,penguin,chickadee,peacock,stork,penguin,,peacock
1260,7,Premise Monotonicity,Specific,blindworm,crocodile,boa,monitor lizard,blindworm,crocodile,,monitor lizard
1261,7,Premise Monotonicity,Specific,blindworm,salamander,snake,chameleon,blindworm,salamander,,chameleon
1262,7,Premise Monotonicity,Specific,boa,python,dinosaur,gecko,boa,python,,gecko
1263,7,Premise Monotonicity,Specific,crocodile,gecko,python,iguana,crocodile,gecko,,iguana
1264,7,Premise Monotonicity,Specific,monkey,hamster,zebra,bat,monkey,hamster,,bat
1265,7,Premise Monotonicity,Specific,frog,monitor lizard,alligator,toad,frog,monitor lizard,,toad
1266,7,Premise Monotonicity,Specific,crow,canary,ostrich,pelican,crow,canary,,pelican
1267,7,Premise Monotonicity,Specific,crocodile,gecko,cobra,monitor lizard,crocodile,gecko,,monitor lizard
1268,7,Premise Monotonicity,Specific,pelican,penguin,parakeet,vulture,pelican,penguin,,vulture
1269,7,Premise Monotonicity,Specific,dinosaur,turtle,viper,caiman,dinosaur,turtle,,caiman
1270,7,Premise Monotonicity,Specific,orca,dolphin,salmon,swordfish,orca,dolphin,,swordfish
1271,7,Premise Monotonicity,Specific,boa,gecko,crocodile,toad,boa,gecko,,toad
1272,7,Premise Monotonicity,Specific,snake,monitor lizard,tortoise,frog,snake,monitor lizard,,frog
1273,7,Premise Monotonicity,Specific,tortoise,iguana,boa,caiman,tortoise,iguana,,caiman
1274,7,Premise Monotonicity,Specific,cobra,python,salamander,blindworm,cobra,python,,blindworm
1275,7,Premise Monotonicity,Specific,iguana,turtle,boa,frog,iguana,turtle,,frog
1276,7,Premise Monotonicity,Specific,gecko,viper,crocodile,blindworm,gecko,viper,,blindworm
1277,7,Premise Monotonicity,Specific,chickadee,owl,penguin,pelican,chickadee,owl,,pelican
1278,7,Premise Monotonicity,Specific,pelican,ostrich,woodpecker,swan,pelican,ostrich,,swan
1279,7,Premise Monotonicity,Specific,iguana,dinosaur,boa,crocodile,iguana,dinosaur,,crocodile
1280,7,Premise Monotonicity,Specific,dinosaur,iguana,boa,monitor lizard,dinosaur,iguana,,monitor lizard
1281,7,Premise Monotonicity,Specific,crocodile,monitor lizard,python,caiman,crocodile,monitor lizard,,caiman
1282,7,Premise Monotonicity,Specific,toad,iguana,boa,crocodile,toad,iguana,,crocodile
1283,7,Premise Monotonicity,Specific,crocodile,monitor lizard,cobra,iguana,crocodile,monitor lizard,,iguana
1284,7,Premise Monotonicity,Specific,crocodile,caiman,cobra,turtle,crocodile,caiman,,turtle
1285,7,Premise Monotonicity,Specific,dinosaur,crocodile,cobra,toad,dinosaur,crocodile,,toad
1286,7,Premise Monotonicity,Specific,toad,cobra,salamander,snake,toad,cobra,,snake
1287,7,Premise Monotonicity,Specific,cobra,toad,salamander,viper,cobra,toad,,viper
1288,7,Premise Monotonicity,Specific,crocodile,tortoise,cobra,lizard,crocodile,tortoise,,lizard
1289,7,Premise Monotonicity,Specific,horsefly,spider,fly,centipede,horsefly,spider,,centipede
1290,7,Premise Monotonicity,Specific,chameleon,frog,cobra,lizard,chameleon,frog,,lizard
1291,7,Premise Monotonicity,Specific,blindworm,crocodile,viper,turtle,blindworm,crocodile,,turtle
1292,7,Premise Monotonicity,Specific,leech,grasshopper,mosquito,centipede,leech,grasshopper,,centipede
1293,7,Premise Monotonicity,Specific,tortoise,chameleon,blindworm,cobra,tortoise,chameleon,,cobra
1294,7,Premise Monotonicity,Specific,worm,cricket,fruit fly,earwig,worm,cricket,,earwig
1295,7,Premise Monotonicity,Specific,bat,hedgehog,elephant,fox,bat,hedgehog,,fox
1296,7,Premise Monotonicity,Specific,gecko,iguana,cobra,crocodile,gecko,iguana,,crocodile
1297,7,Premise Monotonicity,Specific,penguin,eagle,robin,pelican,penguin,eagle,,pelican
1298,7,Premise Monotonicity,Specific,orca,shark,sole,piranha,orca,shark,,piranha
1299,7,Premise Monotonicity,Specific,python,turtle,lizard,viper,python,turtle,,viper
1300,7,Premise Monotonicity,Specific,caiman,iguana,cobra,tortoise,caiman,iguana,,tortoise
1301,7,Premise Monotonicity,Specific,squirrel,polar bear,horse,mouse,squirrel,polar bear,,mouse
1302,7,Premise Monotonicity,Specific,beetle,ladybug,mosquito,wood louse,beetle,ladybug,,wood louse
1303,7,Premise Monotonicity,Specific,whale,shark,sole,goldfish,whale,shark,,goldfish
1304,7,Premise Monotonicity,Specific,llama,elephant,monkey,bat,llama,elephant,,bat
1305,7,Premise Monotonicity,Specific,snake,frog,dinosaur,iguana,snake,frog,,iguana
1306,7,Premise Monotonicity,Specific,bumblebee,leech,louse,grasshopper,bumblebee,leech,,grasshopper
1307,7,Premise Monotonicity,Specific,toad,cobra,monitor lizard,lizard,toad,cobra,,lizard
1308,7,Premise Monotonicity,Specific,sardine,eel,whale,trout,sardine,eel,,trout
1309,7,Premise Monotonicity,Specific,robin,chickadee,turkey,magpie,robin,chickadee,,magpie
1310,7,Premise Monotonicity,Specific,viper,turtle,alligator,tortoise,viper,turtle,,tortoise
1311,7,Premise Monotonicity,Specific,dinosaur,iguana,python,lizard,dinosaur,iguana,,lizard
1312,7,Premise Monotonicity,Specific,blindworm,boa,crocodile,cobra,blindworm,boa,,cobra
1313,7,Premise Monotonicity,Specific,boa,blindworm,crocodile,toad,boa,blindworm,,toad
1314,7,Premise Monotonicity,Specific,iguana,caiman,python,gecko,iguana,caiman,,gecko
1315,7,Premise Monotonicity,Specific,monitor lizard,iguana,python,crocodile,monitor lizard,iguana,,crocodile
1316,7,Premise Monotonicity,Specific,frog,toad,crocodile,turtle,frog,toad,,turtle
1317,7,Premise Monotonicity,Specific,flee,ant,mosquito,worm,flee,ant,,worm
1318,7,Premise Monotonicity,Specific,ostrich,duck,dove,vulture,ostrich,duck,,vulture
1319,7,Premise Monotonicity,Specific,turtle,python,alligator,cobra,turtle,python,,cobra
1320,7,Premise Monotonicity,Specific,blindworm,crocodile,cobra,alligator,blindworm,crocodile,,alligator
1321,7,Premise Monotonicity,Specific,sperm whale,sardine,trout,anchovy,sperm whale,sardine,,anchovy
1322,7,Premise Monotonicity,Specific,iguana,crocodile,cobra,frog,iguana,crocodile,,frog
1323,7,Premise Monotonicity,Specific,turtle,python,tortoise,chameleon,turtle,python,,chameleon
